数据组,实验序号,配置ID,A水平,B水平,C水平,D水平,精度模式,Batch,算子实现,图优化策略,Buffer优化,Tiling优化,单流,输入形状,编译成功,记录检查,FPS,平均批延迟_ms,P95批延迟_ms,P99批延迟_ms,平均余弦,最小余弦,实际测量Batch,计时次数字段,验证样本数,随机种子,验证错误,其他错误,ATC命令,数据来源,逐样本数值验证记录
81组实验数据2,22,A1-B3-C2-D1,1,3,2,1,force_fp32,16,high_performance,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,412.9944497,38.74144074,38.98545053,39.02890396,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp22 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据2,23,A1-B3-C2-D2,1,3,2,2,force_fp32,16,high_performance,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,416.0521419,38.45671825,39.0334309,39.17302418,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp23 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据2,24,A1-B3-C2-D3,1,3,2,3,force_fp32,16,high_performance,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,415.8297429,38.47728613,38.92575433,38.87970089,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp24 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据2,25,A1-B3-C3-D1,1,3,3,1,force_fp32,16,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,414.1859967,38.6299878,39.07859361,40.81899656,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp25 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据2,26,A1-B3-C3-D2,1,3,3,2,force_fp32,16,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,407.7842624,39.23643327,39.51560688,39.79254976,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp26 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据2,27,A1-B3-C3-D3,1,3,3,3,force_fp32,16,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,415.6881989,38.49038785,39.03986387,39.23941178,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp27 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据2,28,A2-B1-C1-D1,2,1,1,1,allow_fp32_to_fp16,1,high_precision,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,555.2693318,1.800927843,1.833218864,3.397770711,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp28 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,29,A2-B1-C1-D2,2,1,1,2,allow_fp32_to_fp16,1,high_precision,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,578.5970963,1.728318387,1.766397787,1.834625663,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp29 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,30,A2-B1-C1-D3,2,1,1,3,allow_fp32_to_fp16,1,high_precision,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,578.0562712,1.729935388,1.743115327,1.845542099,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp30 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,31,A2-B1-C2-D1,2,1,2,1,allow_fp32_to_fp16,1,high_performance,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,577.3364754,1.73209219,1.742640588,1.829088934,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp31 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,32,A2-B1-C2-D2,2,1,2,2,allow_fp32_to_fp16,1,high_performance,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,575.5989086,1.737320876,1.741220658,1.847103917,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp32 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,33,A2-B1-C2-D3,2,1,2,3,allow_fp32_to_fp16,1,high_performance,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,577.2697346,1.732292445,1.759776757,1.826744294,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp33 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,34,A2-B1-C3-D1,2,1,3,1,allow_fp32_to_fp16,1,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,575.0870413,1.738867212,1.758935375,1.831529885,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp34 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,35,A2-B1-C3-D2,2,1,3,2,allow_fp32_to_fp16,1,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,553.5337263,1.806574654,1.804403787,2.936331636,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp35 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,36,A2-B1-C3-D3,2,1,3,3,allow_fp32_to_fp16,1,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,576.9646445,1.733208455,1.743922724,1.827580047,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp36 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,37,A2-B2-C1-D1,2,2,1,1,allow_fp32_to_fp16,4,high_precision,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,593.6810281,6.737624769,6.724180189,10.26904407,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp37 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,38,A2-B2-C1-D2,2,2,1,2,allow_fp32_to_fp16,4,high_precision,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,608.6429869,6.571997191,6.754143907,8.433868074,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp38 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,39,A2-B2-C1-D3,2,2,1,3,allow_fp32_to_fp16,4,high_precision,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,584.4065131,6.844550686,6.857668149,10.29705731,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp39 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,40,A2-B2-C2-D1,2,2,2,1,allow_fp32_to_fp16,4,high_performance,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,598.1120338,6.687710285,6.851427857,10.0549449,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp40 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,41,A2-B2-C2-D2,2,2,2,2,allow_fp32_to_fp16,4,high_performance,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,589.8631232,6.781234227,6.73339957,11.69611703,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp41 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,42,A2-B2-C2-D3,2,2,2,3,allow_fp32_to_fp16,4,high_performance,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,610.6892377,6.549976245,6.610406558,6.743191902,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp42 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,43,A2-B2-C3-D1,2,2,3,1,allow_fp32_to_fp16,4,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,610.9099505,6.547609835,6.581103183,6.81595835,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp43 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,44,A2-B2-C3-D2,2,2,3,2,allow_fp32_to_fp16,4,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,602.6086803,6.637806807,6.663804112,6.875579631,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp44 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
