数据组,实验序号,配置ID,A水平,B水平,C水平,D水平,精度模式,Batch,算子实现,图优化策略,Buffer优化,Tiling优化,单流,输入形状,编译成功,记录检查,FPS,平均批延迟_ms,P95批延迟_ms,P99批延迟_ms,平均余弦,最小余弦,实际测量Batch,验证样本数,随机种子,验证错误,其他错误,ATC命令,数据来源
tf,50,A2-B3-C2-D2,2,3,2,2,allow_fp32_to_fp16,16,high_performance,l2_with_tiling,l2_optimize,1,否,"input_1:16,224,224,3",是,记录满足检查,156.084136,102.508816,103.33905,103.42063,0.999994,0.99999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp50 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,51,A2-B3-C2-D3,2,3,2,3,allow_fp32_to_fp16,16,high_performance,l2_single_stream,l2_optimize,0,是,"input_1:16,224,224,3",是,记录满足检查,155.556204,102.856714,103.7889,104.23537,0.999994,0.99999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp51 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,52,A2-B3-C3-D1,2,3,3,1,allow_fp32_to_fp16,16,high_performance_for_all,standard_l2,l2_optimize,0,否,"input_1:16,224,224,3",是,记录满足检查,155.836587,102.671653,103.48135,103.96064,0.999994,0.99999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp52 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,53,A2-B3-C3-D2,2,3,3,2,allow_fp32_to_fp16,16,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input_1:16,224,224,3",是,记录满足检查,155.617957,102.815898,103.66215,104.02054,0.999994,0.99999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp53 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,54,A2-B3-C3-D3,2,3,3,3,allow_fp32_to_fp16,16,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input_1:16,224,224,3",是,记录满足检查,155.985475,102.573653,103.3688,103.48132,0.999994,0.99999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp54 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,55,A3-B1-C1-D1,3,1,1,1,force_fp16,1,high_precision,standard_l2,l2_optimize,0,否,"input_1:1,224,224,3",是,记录满足检查,298.478328,3.350327,3.44475,8.09995,0.999992,0.99997,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:1,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp55 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,56,A3-B1-C1-D2,3,1,1,2,force_fp16,1,high_precision,l2_with_tiling,l2_optimize,1,否,"input_1:1,224,224,3",是,记录满足检查,300.500995,3.327776,3.377,3.44867,0.999992,0.99997,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:1,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp56 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,57,A3-B1-C1-D3,3,1,1,3,force_fp16,1,high_precision,l2_single_stream,l2_optimize,0,是,"input_1:1,224,224,3",是,记录满足检查,297.283188,3.363796,3.40765,4.2098,0.999992,0.99997,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:1,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp57 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,58,A3-B1-C2-D1,3,1,2,1,force_fp16,1,high_performance,standard_l2,l2_optimize,0,否,"input_1:1,224,224,3",是,记录满足检查,301.772461,3.313755,3.3441,3.41722,0.999992,0.99997,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:1,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp58 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,59,A3-B1-C2-D2,3,1,2,2,force_fp16,1,high_performance,l2_with_tiling,l2_optimize,1,否,"input_1:1,224,224,3",是,记录满足检查,283.143665,3.531776,3.45095,8.00302,0.999992,0.99997,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:1,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp59 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,60,A3-B1-C2-D3,3,1,2,3,force_fp16,1,high_performance,l2_single_stream,l2_optimize,0,是,"input_1:1,224,224,3",是,记录满足检查,281.014834,3.558531,3.4493,8.83169,0.999992,0.99997,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:1,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp60 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,61,A3-B1-C3-D1,3,1,3,1,force_fp16,1,high_performance_for_all,standard_l2,l2_optimize,0,否,"input_1:1,224,224,3",是,记录满足检查,301.460516,3.317184,3.35935,3.55045,0.999992,0.99997,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:1,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp61 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,62,A3-B1-C3-D2,3,1,3,2,force_fp16,1,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input_1:1,224,224,3",是,记录满足检查,287.803575,3.474592,3.447,6.70219,0.999992,0.99997,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:1,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp62 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,63,A3-B1-C3-D3,3,1,3,3,force_fp16,1,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input_1:1,224,224,3",是,记录满足检查,300.908895,3.323265,3.3651,3.42768,0.999992,0.99997,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:1,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp63 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,64,A3-B2-C1-D1,3,2,1,1,force_fp16,4,high_precision,standard_l2,l2_optimize,0,否,"input_1:4,224,224,3",是,记录满足检查,325.184904,12.300694,12.56375,14.97923,0.999992,0.999983,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:4,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp64 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,65,A3-B2-C1-D2,3,2,1,2,force_fp16,4,high_precision,l2_with_tiling,l2_optimize,1,否,"input_1:4,224,224,3",是,记录满足检查,325.186517,12.300633,12.49,12.58098,0.999992,0.999983,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:4,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp65 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,66,A3-B2-C1-D3,3,2,1,3,force_fp16,4,high_precision,l2_single_stream,l2_optimize,0,是,"input_1:4,224,224,3",是,记录满足检查,326.205099,12.262224,12.40545,12.61758,0.999992,0.999983,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:4,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp66 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,67,A3-B2-C2-D1,3,2,2,1,force_fp16,4,high_performance,standard_l2,l2_optimize,0,否,"input_1:4,224,224,3",是,记录满足检查,323.626743,12.359918,12.5408,13.48952,0.999992,0.999983,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:4,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp67 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,68,A3-B2-C2-D2,3,2,2,2,force_fp16,4,high_performance,l2_with_tiling,l2_optimize,1,否,"input_1:4,224,224,3",是,记录满足检查,322.007757,12.422061,12.6235,14.97104,0.999992,0.999983,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:4,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp68 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,69,A3-B2-C2-D3,3,2,2,3,force_fp16,4,high_performance,l2_single_stream,l2_optimize,0,是,"input_1:4,224,224,3",是,记录满足检查,323.604828,12.360755,12.5311,12.59748,0.999992,0.999983,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:4,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp69 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,70,A3-B2-C3-D1,3,2,3,1,force_fp16,4,high_performance_for_all,standard_l2,l2_optimize,0,否,"input_1:4,224,224,3",是,记录满足检查,325.310657,12.295939,12.4686,12.57017,0.999992,0.999983,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:4,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp70 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,71,A3-B2-C3-D2,3,2,3,2,force_fp16,4,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input_1:4,224,224,3",是,记录满足检查,324.789396,12.315673,12.5072,13.73922,0.999992,0.999983,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:4,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp71 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,72,A3-B2-C3-D3,3,2,3,3,force_fp16,4,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input_1:4,224,224,3",是,数值验证缺失或失败,,,,,0.988883,0.988874,,,,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:4,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp72 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,73,A3-B3-C1-D1,3,3,1,1,force_fp16,16,high_precision,standard_l2,l2_optimize,0,否,"input_1:16,224,224,3",是,数值验证缺失或失败,,,,,0.988883,0.988874,,,,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp73 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,74,A3-B3-C1-D2,3,3,1,2,force_fp16,16,high_precision,l2_with_tiling,l2_optimize,1,否,"input_1:16,224,224,3",是,数值验证缺失或失败,,,,,0.988883,0.988874,,,,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp74 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,75,A3-B3-C1-D3,3,3,1,3,force_fp16,16,high_precision,l2_single_stream,l2_optimize,0,是,"input_1:16,224,224,3",是,数值验证缺失或失败,,,,,0.988883,0.988874,,,,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp75 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,76,A3-B3-C2-D1,3,3,2,1,force_fp16,16,high_performance,standard_l2,l2_optimize,0,否,"input_1:16,224,224,3",是,数值验证缺失或失败,,,,,0.988883,0.988874,,,,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp76 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,77,A3-B3-C2-D2,3,3,2,2,force_fp16,16,high_performance,l2_with_tiling,l2_optimize,1,否,"input_1:16,224,224,3",是,数值验证缺失或失败,,,,,0.988883,0.988874,,,,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp77 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,78,A3-B3-C2-D3,3,3,2,3,force_fp16,16,high_performance,l2_single_stream,l2_optimize,0,是,"input_1:16,224,224,3",是,数值验证缺失或失败,,,,,0.988883,0.988874,,,,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp78 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,79,A3-B3-C3-D1,3,3,3,1,force_fp16,16,high_performance_for_all,standard_l2,l2_optimize,0,否,"input_1:16,224,224,3",是,数值验证缺失或失败,,,,,0.988883,0.988874,,,,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp79 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,80,A3-B3-C3-D2,3,3,3,2,force_fp16,16,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input_1:16,224,224,3",是,数值验证缺失或失败,,,,,0.988883,0.988874,,,,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp80 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
tf,81,A3-B3-C3-D3,3,3,3,3,force_fp16,16,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input_1:16,224,224,3",是,数值验证缺失或失败,,,,,0.988883,0.988874,,,,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet-50-tensorflow2-classification-v1-quchong.onnx --input_shape=""input_1:16,224,224,3"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp81 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\tf\results.json
