数据组,实验序号,配置ID,A水平,B水平,C水平,D水平,精度模式,Batch,算子实现,图优化策略,Buffer优化,Tiling优化,单流,输入形状,编译成功,记录检查,FPS,平均批延迟_ms,P95批延迟_ms,P99批延迟_ms,平均余弦,最小余弦,实际测量Batch,验证样本数,随机种子,验证错误,其他错误,ATC命令,数据来源
81组实验数据论文,41,A2-B2-C2-D2,2,2,2,2,allow_fp32_to_fp16,4,high_performance,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,588.540903,6.796469,6.73475,11.72207,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp41 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,42,A2-B2-C2-D3,2,2,2,3,allow_fp32_to_fp16,4,high_performance,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,609.121256,6.566837,6.6007,6.74236,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp42 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,43,A2-B2-C3-D1,2,2,3,1,allow_fp32_to_fp16,4,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,609.611965,6.561551,6.58965,6.80921,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp43 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,44,A2-B2-C3-D2,2,2,3,2,allow_fp32_to_fp16,4,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,603.472441,6.628306,6.6525,6.86159,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp44 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,45,A2-B2-C3-D3,2,2,3,3,allow_fp32_to_fp16,4,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,600.543522,6.660633,6.71555,8.22537,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp45 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,46,A2-B3-C1-D1,2,3,1,1,allow_fp32_to_fp16,16,high_precision,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,576.871852,27.735796,28.06875,28.1822,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp46 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,47,A2-B3-C1-D2,2,3,1,2,allow_fp32_to_fp16,16,high_precision,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,579.420519,27.613796,27.9215,27.97027,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp47 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,48,A2-B3-C1-D3,2,3,1,3,allow_fp32_to_fp16,16,high_precision,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,569.659798,28.086939,28.4521,28.52065,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp48 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,49,A2-B3-C2-D1,2,3,2,1,allow_fp32_to_fp16,16,high_performance,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,569.263135,28.10651,28.38865,28.46561,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp49 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,50,A2-B3-C2-D2,2,3,2,2,allow_fp32_to_fp16,16,high_performance,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,579.561433,27.607082,28.00835,28.2514,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp50 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,51,A2-B3-C2-D3,2,3,2,3,allow_fp32_to_fp16,16,high_performance,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,579.434221,27.613143,27.9387,28.01202,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp51 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,52,A2-B3-C3-D1,2,3,3,1,allow_fp32_to_fp16,16,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,578.861798,27.640449,27.9151,29.64923,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp52 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,53,A2-B3-C3-D2,2,3,3,2,allow_fp32_to_fp16,16,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,581.39837,27.519857,27.82815,27.88144,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp53 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,54,A2-B3-C3-D3,2,3,3,3,allow_fp32_to_fp16,16,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,579.069581,27.630531,27.8084,30.09878,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp54 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,55,A3-B1-C1-D1,3,1,1,1,force_fp16,1,high_precision,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,703.345675,1.421776,1.434,1.5256,0.999999,0.999999,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp55 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,56,A3-B1-C1-D2,3,1,1,2,force_fp16,1,high_precision,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,695.489127,1.437837,1.50485,1.70146,0.999999,0.999999,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp56 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,57,A3-B1-C1-D3,3,1,1,3,force_fp16,1,high_precision,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,704.134112,1.420184,1.44395,1.51615,0.999999,0.999999,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp57 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,58,A3-B1-C2-D1,3,1,2,1,force_fp16,1,high_performance,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,705.573893,1.417286,1.42455,1.53484,0.999999,0.999999,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp58 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,59,A3-B1-C2-D2,3,1,2,2,force_fp16,1,high_performance,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,641.554512,1.558714,1.57375,4.15262,0.999999,0.999999,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp59 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,60,A3-B1-C2-D3,3,1,2,3,force_fp16,1,high_performance,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,706.377815,1.415673,1.42555,1.5067,0.999999,0.999999,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp60 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,61,A3-B1-C3-D1,3,1,3,1,force_fp16,1,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,705.401186,1.417633,1.45625,1.5077,0.999999,0.999999,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp61 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,62,A3-B1-C3-D2,3,1,3,2,force_fp16,1,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,705.350436,1.417735,1.4383,1.50472,0.999999,0.999999,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp62 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,63,A3-B1-C3-D3,3,1,3,3,force_fp16,1,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,655.019117,1.526673,1.52685,3.96194,0.999999,0.999999,1,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp63 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,64,A3-B2-C1-D1,3,2,1,1,force_fp16,4,high_precision,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,829.38735,4.822837,4.946,5.95602,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp64 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,65,A3-B2-C1-D2,3,2,1,2,force_fp16,4,high_precision,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,791.391559,5.054388,5.02515,8.58371,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp65 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,66,A3-B2-C1-D3,3,2,1,3,force_fp16,4,high_precision,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,784.059598,5.101653,5.10365,7.83979,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp66 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,67,A3-B2-C2-D1,3,2,2,1,force_fp16,4,high_performance,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,829.977458,4.819408,4.84575,4.90213,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp67 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,68,A3-B2-C2-D2,3,2,2,2,force_fp16,4,high_performance,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,828.756182,4.82651,4.85495,4.90781,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp68 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,69,A3-B2-C2-D3,3,2,2,3,force_fp16,4,high_performance,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,828.780737,4.826367,4.8532,4.91291,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp69 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,70,A3-B2-C3-D1,3,2,3,1,force_fp16,4,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,826.481116,4.839796,4.8697,4.91487,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp70 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,71,A3-B2-C3-D2,3,2,3,2,force_fp16,4,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,823.079817,4.859796,4.97965,5.00757,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp71 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,72,A3-B2-C3-D3,3,2,3,3,force_fp16,4,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,828.791212,4.826306,4.8563,5.01387,0.999999,0.999999,4,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp72 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,73,A3-B3-C1-D1,3,3,1,1,force_fp16,16,high_precision,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,873.863772,18.30949,18.5411,18.60863,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp73 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,74,A3-B3-C1-D2,3,3,1,2,force_fp16,16,high_precision,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,873.1971,18.323469,18.5943,19.02299,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp74 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,75,A3-B3-C1-D3,3,3,1,3,force_fp16,16,high_precision,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,876.660354,18.251082,18.52125,18.63742,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp75 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,76,A3-B3-C2-D1,3,3,2,1,force_fp16,16,high_performance,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,868.778925,18.416653,18.71375,18.76283,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp76 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,77,A3-B3-C2-D2,3,3,2,2,force_fp16,16,high_performance,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,874.972643,18.286286,18.52475,18.62447,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp77 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,78,A3-B3-C2-D3,3,3,2,3,force_fp16,16,high_performance,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,867.505175,18.443694,18.5615,21.55334,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp78 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,79,A3-B3-C3-D1,3,3,3,1,force_fp16,16,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,874.479794,18.296592,18.52795,18.60989,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp79 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,80,A3-B3-C3-D2,3,3,3,2,force_fp16,16,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,872.545006,18.337163,18.60415,18.71781,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp80 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
81组实验数据论文,81,A3-B3-C3-D3,3,3,3,3,force_fp16,16,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,875.160202,18.282367,18.5395,18.57483,0.999999,0.999999,16,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp81 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json
